,precision,recall,f1-score,support
0.0,0.9913581623550402,0.9813997129926041,0.9863538026293893,18118.0
1.0,0.6602086438152012,0.7967625899280576,0.7220863895680522,556.0
2.0,0.918010752688172,0.9433701657458563,0.930517711171662,1448.0
3.0,0.7037037037037037,0.8209876543209876,0.7578347578347577,162.0
accuracy,0.9723427331887202,0.9723427331887202,0.9723427331887202,0.9723427331887202
macro avg,0.8183203156405293,0.8856300307468764,0.8491981653009653,20284.0
weighted avg,0.974747720439871,0.9723427331887202,0.9732990093268048,20284.0
